Header,Rating,Review,Product,asin
YUP!,5.0 ,"These are the shiznit... I like these better than the lightbulbs because they're simply more versatile and they are more cost effective. I can control a lot with these. The APP is pretty logical, and common sense based. We use these for when we are on holiday. I have one in each room and set them all to a different schedule to make it apear that someone is moving from room to room. Our home is in a rough neighborhood and we've had no issues when we've been gone. Im quite impressed to be honest and Im picky...","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Very useful WiFi range extender,5.0 ,"The TP-Link AC1200 Wi-Fi Range Extender/Repeater works very well. However, it was very difficult to set-up. The application on my phone kept locking-up at odd times, like when naming the device or entering passwords. I was forced to close the application and start-over. Also, the instructions are confusing when directing the entry of passwords, for example it does not distinguish which password to enter, the TP-Link product's password or the existing WiFi network's password ? It took an hour to get it to work. I finally had to use the provided Ethernet cable and connect to my computer to get it to work. Then, when I tried to connect my separate TP-Link SmartPlug to this extender, that too took an hour due the application on my phone locking-up. In the end, they both work well with Alexa !","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
It's Been an Experience,3.0 ,"I am frustrated. I can work this through the Kasa app, but the only time it paired successfully with Alexa, she kept asking me which Lamp to turn on. I had only set one plug, and the app only showed one. I did a complete reset and now she finds a device but not the correct device. I don't have any other devices. Troubleshooting in neither app helps. I tried to post a question in Amazon, but something ""went wrong,"" according to the page. This is too buggy and may have been launched too soon. I might try a different brand, but I don't know. I will likely return this. Edit: okay--it's working now. I have no idea what I did. I'll update as I figure out Plug Two.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Pretty cool way to add Alex and extend Wifi.,4.0 ,"Since my home has been taken over by Alexa, I figured the next step was to work on home automation to turn on/off lights and more. The TP-Link range extender was going to handle two things in my life: extend a dead spot for wifi in my house, and allow for an on/off switch for a lamp. Setup was ok - downloaded and created an account with Kasa, and then plugged this into the living room wall and plugged a lamp into the wall. Getting Kasa to talk to the Alexa app was pretty painless, and getting Alexa to turn the lamp on and off was quite cool. As for extending the wifi - it did extend it just a bit (although in my case, a powerline adapter might be better) using the unscientific method of looking at the signal bars on my iPhone and laptop. Overall I'm happy - it would be nice for Kasa to allow for Google/Facebook authentication vs me creating an account in which I'll forget the login to - but this is just a minor annoyance. This definitely made me want to invest in the smart plugs for simple on/off functions around the house, and the fact that I can logically group them into rooms is amazing. 4 stars","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
) and I was looking for something that could have an easy schedule set up to turn some lamps on just ...,4.0 ,"I bought these because my current apartment gets no light at all during the morning hours (you can hold your hand to your face and not see it at 9 am...) and I was looking for something that could have an easy schedule set up to turn some lamps on just before I need to be waking. These have worked well for that task. They were super simple to set up (took about 10 minutes) and the phone app (android) does a pretty decent job and it's nice to be able to control the lamps if I'm away. There is a delay of maybe 500ms between when I turn the light on in the app and when the lamp lights up, not bad. I don't quite get why you would need a hub to access some of its other features ( you don't need a hub to schedule power on and power off times based on day of the week and time of day) when it's controlled via the web and your network. If it's a lack of processing power could your phone not provide it? Regardless I am enjoying this product and would recommend it.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
50% Failure Rate; No response from TP-Link,1.0 ,"I purchased a two-pack of these smart plugs. One works, one doesn't. One of the plugs works like a charm. The other one doesn't stay online for more than 24 hours before losing the LAN convection. They are installed within one foot of another so it isn't a matter of distance or interference. And when the LAN connection is lost, the schedule doesn't function. And when the schedule doesn't work, my hydroponic garden whithers. I have emailed, TP-Link, but after 5 days have received no response. At this point, I will return the devices under the warranty and try a different smart plug.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Thumbs up on these mini-plugs,5.0 ,"I have several of these in use and am very happy with them so far. Plusses - since they are mini, you can use two per normal duplex outlet. The wifi connection seems to have a good range. With the Kasa remote application on the phone, I can have mini-plugs in different locations (in two homes in Texas and Maine) and operate them from anywhere via the internet. These don't require a hub of any kind and installation/setup is easy. They connect easily with Amazon Alexa. I haven't used the schedule function extensively, but it seems to be robust. The only downside so far is occasionally the TP-Link cloud service goes down and then the remote operation is not possible until the cloud service comes back online.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
"Easy to set up, work great!",5.0 ,"Very pleased with these. I'd been wanting some smart plugs and there was a sale. Setup instructions were very clear, and setup was easy. You install an app to your phone or mobile device to set up the plugs. They do require a 2.4mhz band, and you must connect your phone to that network to set up the plugs, but once you've done that, you can connect your mobile devices to your faster network. There are also clear instructions for setting these up to work with your Amazon Echo, which works great. You can also set routines to have the lights come on and off or control them remotely.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
"... some ""smart"" products to our home and the ""TP-link Smart Plug, Easy Setup",5.0 ,"We have been trying to add some ""smart"" products to our home and the ""TP-link Smart Plug, Easy Setup, AC1200 Wi-Fi Range Extender/Repeater"" was one of our choices. It works well and it was easy to install. You just have to download the app to your smartphone, set it up with your wi-fi and you are ready to start ""playing"" with it. I really like that you get a 2 in 1 with this product. You get a smart plug but also the extender for your wi-fi. We currently have it set up in the kitchen since it is the room we have closer to out backyard. Before getting this TP-link we would sometimes lose the wi-fi signal when we were outside now that doesn't happen anymore. It is also nice to set it up as a smart plug. You can connect a light to it and have it turn on and off at a set time. One of the big plus, and one of the biggest reasons we picked up the ""TP-link Smart Plug, Easy Setup, AC1200 Wi-Fi Range Extender/Repeater"" is the fact you can use it with Amazon Alexa and control it with voice controls.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
"Google Assistant works great with it whether it's Home, Chromecast, your Phone, your Chromebook, or whatever else it's on.",5.0 ,"These things are invaluable. I first tried a LIFX bulb (smart bulb) product by itself, which is pretty cool. But it lacks the features a smart OUTLET like this has, like turning things on/off automatic scheduling, and you can move this anywhere for any appliance or idea you can think of. Obviously, the smart bulb has to be in a light source. They were super simple to set up (download the ""Kasa TP-Link"" app on your phone), hit the power button on the side of the outlet after plugging in, and follow the easy prompts on the app. The end. Google Assistant (Google Home, or on your phone, or chromebook, or anywhere you have Assistant) works flawlessly.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
solid smart homing!,5.0 ,"So here's the deal, these plugs are great, easy to setup, good color, and mostly very reliable, but until they create an IFTT channel like all the other major smartlight manufacturers they are seriously set behind their competing products. I wish I'd gone with hue or one of the others so I could setup custom schedules and commands, if they get this issue corrected I will come back and update this review to reflect that. EDIT: IFTT support finally added! works great, no reason not to pull the trigger on these now!","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
"Very good, quick response and seamless with Echo",4.0 ,"I got these to replace Phillips bulbs controlled by the Echo. These seem a much better idea as the bulbs were so dim they were just awful and burned out quickly. I've had the first set of these switches a few months now and they work great, perfectly, with Echo. I've just bought a second set to operate lights for reading. One star off for two reasons. One they are bulky and therefore not aesthetically friendly and also crowd the other outlet. Two, if they do get 'reset' by unplugging, they could be easier to set up again. However, I'm buying again so clearly not that big a deal. I would recommend for anyone wanting this type of device above anything else I've seen so far.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
"One works fine, one failed",2.0 ,"Out of the 2-pack of the HS-100 plugs, one worked fine, one failed. These were easy to set up using the Kasa app. I updated the firmware at setup. The plug that failed did so within a week. For two days in a row, the outlet failed to turn off at the scheduled time and the message from the Kasa app on my smartphone indicated ""Device Unreachable...Your network device may be powered off or out of network range."" However, this plug is only 15 feet from my router, the same as my other smart plug that has had no issues. I reset the plug both times and it seemed ok, but on the third day the plug was dead, no lights at all, unable to reset it, so it appears to be something internal. This plug only had a set of LED string lights attached (maybe 10 watts or so), so I don't think it failed from being overloaded. I like the idea of these smart-plugs, but I'm just not confident that they are as reliable as the old style mechanical outlet timers, so I'm planning on holding off a few years before investing in any more of these to ensure they work the bugs out to make them more reliable.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
All setup with Kasa and Alexa working great. The daughter (almost 4) made it a point ...,5.0 ,These things are huge compared to the newer rectangle model. Not a deal breaker just kind of a wow moment opening the box. Have one on the daughters night light (ikea wall mounted star) and one in the office on a lamp that plugs into the wall as the ceiling light can be a bit much. All setup with Kasa and Alexa working great. The daughter (almost 4) made it a point to Mom the button on top lets her turn on and off the light. So far working to get the house to work with Alexa I am tempted to buy some of the cheaper options but now having the TP link light switch and 3 smart plugs I will stick with TP Link. Cant wait to get some more light switches.,"TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
A must have! ! !,3.0 ,"Original Review one month after purchase: These units sometimes lose signal if placed low or near the floor. However, these units get great signal range. Nevertheless, they perform well consistently. Rarely have any issues. Set up is not too bad. Durable in my opinion. I will be ordering more sets as I upgrade living space. Updated review: 06/05/2017 one of the devices failed and does not deliver electricity to any device, however, the wifi controls are still good. The troubleshooting/replacement process is horrible. But Americans are pretty used to being hung up on, language barriers and a host of other things that make fixing an issue a bad experience. Nevertheless, I was able to get a replacement on my 3rd attempt. 24/hrs from now I should get an email with instructions for replacement.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Good value and easy setup,5.0 ,"After trying out the first two outlets with my Echo Dot, I purchased 6 more! I'm using them to control the lamps throughout our house and they work like a charm! I was impressed with how easy they are to set up, and how easy the app is to use. Not only can you set up ""scenes"" to dim the lights for watching a movie or slowly raising the lights as a morning wake up, the outlets can be set up for ""Away Mode"" when you travel or set on a schedule. My husband is techno-challenged, and at first thought this would be a waste of money. Now he loves them. This would be a great gift for someone who has mobility issues! I did have a problem with 3 of them on the second day after initial setup. They would not respond to the Alexa command. I found that unplugging them for about 10 seconds, then plugging them back in would reset them. No problems since.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
"If you're looking for a wifi controlled smart plug, this is the one!",5.0 ,"I have both Belkin and TP Link wifi switches and plugs in my home. After having used both extensively, I have to say I wish I had started with TP-Link instead of Belkin. These plugs are easy to set up, respond quickly and don't randomly ""drop off"" like the Belkins do. Now, to be fair, Belkin has been getting better with each release, but my TPs never had the issues of dropping off, needing frequent updates, etc. Additionally, I put one of these OUTSIDE my house where the reception is not as good for wifi. It is in a weather shielded area operating a fan for us during the summer (California - so we do have a summer) in our storage shed. It has worked perfectly for a couple months despite the sub-optimal location. On top of all this, the TPs cost less. All that said, the TP app is not quite as complete as the Belkin, but it is quicker and easier to use for what it does. So, no deduction. Additionally, I have all of this stuff working with my Amazon Echo Dot and Alexa. Aside from the fact that my niece is also named Alexa (some of you get this and others don't :-) it all works great! If you're looking for a wifi controlled smart plug, this is the one! (Unless you want power monitoring, that is ...).","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
KASA A great Deal To Keep Your Casa Lit Up,5.0 ,"I had another product, which you can see in my reviews, that have totally gone downhill and their quality has diminished awfully. I found this as a recommended smart plug, which, in a two pack, was worth the deal to order at once. They arrived the next day, and after a little bit of trial and error, (nothing is easy for me, believe me) they were connected, and working, responding to my commands to the ECHO DOT. I am planning to buy a few smart bulbs in the future due to the fact that my home is older and I cannot direct-wire my lighting. Buy these, and follow my reviews. I speak the truth.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Works Fantastic-Easy Set Up,5.0 ,"These are super easy to set up. I bought a total of eight of them and now I can truly cut the power I'm paying for when I shut off my gear. I've got a fan and a few other things hooked up. I can voice control with Alexa, which works flawlessly, or I can turn on and off from my phone. You can set groups. You will have to make an account with TP-Link but the instructions are in there. You need the Kasa app on your phone. If there are other apps you can use I don't know but Kasa is working perfectly. I use my phone to turn everything off, 12 devices, at the same time. I expect my next electric bill will be significantly reduced but even if not these are worth 5 stars for the convenience. Definitely recommend.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Solid smart plug,5.0 ,"Overall, these work really slick. As a concept overall, smart plugs are great. And as far as smart plugs go, these ones are pretty good. They're a bit smaller (less wide) than the Belkin WeMo plugs, which I like, but I wish they'd start making these as right-angle plug adapters, because it seems like all smart plugs right now are these giant blocks that stick out from your outlet and make it impossible to plug things in behind furniture. Still, this does exactly what it says it does, and I haven't had any problems with them. They sync up with your phone via the Kasa app (which, unfortunately, is yet another app you have to have on your phone if you want to have a smart home), but also work with Google Home, which is great. (""Hey Google, turn on the fan!"") I like that the manual control button is on the side because I have one of these plugged in behind my couch, and in a tight space like that it's much easier to access from the side. For comparison, the Belkin WeMo has the button on the front, which I think is harder to find and press when you're reaching behind the couch or under the desk or any other place where you'd want to be able to control the plug remotely.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Allows you to wire a switch to be voice or smarphone activated,5.0 ,"This switch hardwires so you can use voice to control a light. It works from the TP-Link Kasa app. Once you wire it and set it up on your phone, you can set up a timer on a switch, dim lights (if they are the right kind) or voice activate a switch. This device can automate light switches, and it will integrate with Amazon's Alexa, meaning you can voice control with an Echo or Dot. You can choose iPhone or voice to control smart switches. Once you get used to using Alexa to do things, it is so much easier to issue a voice command when you walk in a room. For a while, I was using the Echo itself to make a night light--the blue ring would give off enough light to get me from bedroom to bathroom, but for coming upstairs in the dark evening, issuing a voice command to turn on the lights is great. It also could work on the ceiling fan; have you ever wanted to turn off your bedroom fan but not get out of bed? Wire this to your switch.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Handy Little Gadgets – Especially for Home Security When You're Away,5.0 ,"Works like a charm! We used these to control lights and radios throughout the house while we were on vacation. We thought we'd have to remember to turn devices on and off while we were gone, but these little Smart Plugs are programmable. We set some lights for specific times and others for ""random."" We tested them for two days before we left, and they did what they were supposed to do. We especially appreciate the ""random"" feature, because anyone watching the house would notice that lights and music come on and go off and different times throughout the day. Can't do that with a rotary timer! We're glad we bought these, and we recommend them to others.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Amazing devices and app with 1 tragic flaw,3.0 ,"I bought in total six of these. They were a great introduction to home automation, especially using the tplink Kasa app and Alexa skill on Amazon echo and dot. The problem was they were such a good intro to home automation that I replaced them all with GE in wall zwave smart receptacles, I also replaced all the fan switches and the majority of light switches in the house. Those required a controller and another app like Samsung Smartthings. So these are back in the box after being a great proof of concept because it's too complicated to use multiple apps even though they all seamlessly with with Alexa. When they become Smartthings compatible they will come back out. 5 stars because they worked so well and so easily. 1 star for not being compatible with the broadest ranging smart home controller averages to 3.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Unreliable,1.0 ,"Was working great, until it wasn't. Was really happy about how well these worked. They're connected to lights so that I can turn them on remotely. Mainly used to turn them on while we're out. And they had been working well for about two and a half weeks. Then one of the lights were no longer connected on the app. The message says that it may be off or out of range. Well, I walk over and see that it's on and connected (green wifi light). Restart the app, restart my phone. Nothing. Same message. Finally unplug and plug it back in. Wait for it reconnect. Still not working. After a few minutes, finally working again. Totally soured on this product. The wifi router is less than 30' away (a Asus RT-AC66U, not some super cheap router). Single shouldn't be an issue. Especially since the status on the plug itself says that it's connected. Simply unreliable. If this happened years down the line, that would be one thing, but after less than three weeks of use? I had planned on getting more of these, but now I'm considering whether it's worth the hassle to return them.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Problems with connection- finally solved on my own,3.0 ,"Received it today, have already spent an hour of my time and another hour with their tech support and cannot get either of the two i bought to connect. Forget the network, close the app, connect again, over and over and over for an hour. Can you get closer to the plug - I'm holding my phone an inch away, can you move it closer to the router, yep, still doesn't work. After an hour, well, I'll need to write this up and send you to a second level support team member. They will call you within 24 hours. Ugh! Update : they did get back to me by phone and then a few emails. They suggested a firmware update which still didn't work with my smart plugs. After asking them to call me instead of communicating by emails back and forth things improved and although my smart plugs still aren't working they are sending me replacements so we'll see if the new ones work. Update: received second set of smart plugs direct from TP-Link. I'm having the same connection problems. Now the tech is blaming it on my iPhone which has the KASA app. After 45 minutes of trying to understand her and waiting while she probably read the help manual, I got the same ending, ""we'll turn this in and someone will get back to you in 24 hours."" Sigh. Later in the evening I decided to try connecting with my iPad and lo and behold it hooked up quickly! I'm not sure why my iPhone SE with newest firmware wouldn't work but my iPad would, but the plugs now work. Why did none of the techs suggest trying with my IPad?","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Useless tech support and malware for your troubles,1.0 ,"I was really hoping this product would be an easy and simple solution to wifi dead spots in my home. Not only didn't it fix my dead spots the TP-Link FAQ page sent me to a page that installed Malware on my computer. Here's the story: I contacted the TP-Link tech support, who are dumber than a bag of hair. Seeing as they clearly didn't know what they are doing I started looking for help on the TP-Link site. I found instructions on how to log into my range extender and began following them. When I followed the link on the FAQ I got a message saying my Flash needed to be updated. Trusting that the TP-Link site wouldn't send me to a malware site I clicked permission to update Flash. And that's how TP-Link will likely infect you too.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Easier than expected ...,5.0 ,"Great little gadgets! Installation took me less than 10 minutes and that's including linking them up to my Amazon Echo. Build quality seems good, and the pins make it sit pretty solid in you power outlets. These plugs use the Kasa app for your iPhone or Android device - at least one of these seems needed to setup your devices. Personally I would prefer a completely Internet independent system, but with Amazon Echo integration, using a cloud service might be unavoidable. For those who do not plan on using Echo, and only want to remotely control their smart plugs when they are at home (their phone connected to their home WiFi); the Kasa cloud service would only be needed for initial setup, but is not required afterwards. Highly recommend these plugs!","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
This is for the Wifi Extender.,4.0 ,"Unlike some of the other reviews, I had zero issue getting everything set up. Maybe 10 min from start to finish, and that includes setting up the smart plug part of it as well. It does help if you have TP-Link products currently as all the set up goes through the App and is just setting like setting up a plug or light. The ONLY reason it is not a 5 star is the size of the plug area. It pretty much takes up the space of 2 plugs in the outlet. I ended up just using it in a power strip....and it still took up the space of 3 outlets on it too.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
It's like these manufacturers never measured an outlet before,1.0 ,"It's like these manufacturers never measured an outlet before. Come on, why do they always have to screw up both outlets? Is this so hard to figure out? I want to tear one of these apart just to see if there is really any electronics on the bottom, I suspect its just rounded to make it cute but it is too big to allow any use of the other outlet. Stupid, just stupid. Very disappointing.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
The Mini plug is a much better plug than the full Smart Plug. Easy to set up. Works well with Alexa.,4.0 ,"The biggest problem I had with the earlier TP-Link Smart Plug was that it was so poorly designed that it took up both plugs in a wall outlet. But, with this TP-Link Smart Plug Mini, TP-Link has fixed this problem and now has a very good wifi plug. Setup couldnt have been easier. I already had the Kasa app on my Android phone. I just plugged in the Smart Plug Mini, opened the app and told it to look for the new device. Even though I was upstairs and the plug was downstairs, the plug was found and connected. The app even asked me which wifi network (guest or the main network) I wanted to use for the plug. I gave the plug a name and that was it. Without doing anything else, I asked Alexa to turn the plug on. She found it no problem and turning it on and off through Alexa or the app is easy. The plug has a blue light at one end when it is on and it makes a satisfying click when it is turned on or off. The only complaint that I have about the TP-Link devices and more specifically the Kasa app is that it dosnt have an away mode. My Belkin Wemo app which controls my Wemo devices can be set to be in away mode between certain times. When in this state, the devices will turn on and off randomly between the hours I set. This is great when you are away and you dont want your devices turning on and off at the same time each day, indicating to everyone that they are on a timer. However, Kasa only has the timer feature. Overall, the TP-Link smart plug mini is the best plug from TP-Link so far. But with the Wemo plug at about the same price, the away mode for the app would sway me towards the Wemo plug even if the Wemo app is very buggy.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
awesome,5.0 ,"My husband is obsessed with these. We use them with Alexa (almost never the App). Had some trouble setting up my iphone/amazon account with them, but amazon provided technical assistance and it's all good now! We plugged 2 different lights in, named them differently, and grouped them as lights. It feels like the FUTURE haha. They have worked flawlessly so far. My only complaint is that these take up a LOT of space on your outlet, sometimes blocking the lower outlet depending how big the second item's plug is. It looks like the same brand has smaller ones, so it's a consideration.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Works flawlessly with TP-Link's app but to take it to the next level - sync it with Alexa,5.0 ,This is a 2-pack of TP-Link smart wi-fi plugs. The plugs work great in that the connection to your home network is solid as I've had a couple of lamps plugged into these sockets for the past several weeks and they work flawlessly (on & off) after being toggled 10-20 times per day. The setup process to get them to respond locally should take 5-10 minutes max. It all starts with TP-Link's 'Kasa' app which is extremely well designed with clean and beautiful presentation and intuitive control and operation. Having your plugs synced with the app is all good but to take it to the next level you'll want to get it hooked up to Amazon's Alexa system for voice control. I use Amazon's low-entry Echo Dot product with the HS100 plugs to great effect. Truth be told the setup process between the plugs and Alexa is slightly more complicated but if you read the instructions carefully (on the Kasa app) to understand the steps necessary on the Alexa app you should be operational in just over 10 minutes. The only downside with this product is that once you have your first plug or two connected and synced with Alexa you're gonna want to get even more plugs. Wallet am cry....,"TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Life got easier ...,5.0 ,Using one for aquarium lights in my fish room. The other to power a lamp in the corner of that fish room. Aquarium lights are now on a schedule for consistent on and off and if I wanted could be based on current daylight hours. That could become useful down the road. The lamp is in an aukward corner where access is inconvenient. Not anymore. Can turn it on remotely with my phone prior to entering. Later turn it off remotely if I inadvertently forgot to turn it off. Possibilities around the house are limitless. Getting more along with light switches to automate my home.,"TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
Love the convenience and simplicity of these mini smart plugs,4.0 ,"I love the convenience of these mini smart plugs, and really admire the simple genius of making them just the right size to plug into a single outlet while leaving the other outlet easily accessible (for a double outlet arrangement). That was something that frustrated me with previous smart plug's that I had obtained as those tended to block half of the original outlets while offering up one single smart plug socket. These work fairly well though are still a challenge for me (as have been all prior smart plugs that I had gotten) in training other household members on how to use voice commands to control things in the house. While it would seem so simple and natural, the older generation in the house seems to fall into the old dog category for this stuff while the youngsters pretty much snicker at them not being as quick to adapt, or worse, in the case of one of my younger loved ones, they derive amusement at my frustrations in those cases where I'm issuing voice commands and they aren't working as intended. There's also been the frustration (at times) of me being in the middle of giving a voice command only to have someone wanting to carry on a conversation that confuses the Echo devices and causes the need for a retry. Additionally, well, for me I've got a couple of noisy parrots (or large parakeets) that love to chime in with their own added noise distractions that also confuse the devices. Things are improving, and I appreciate it, but it just isn't all the way there yet for me and/or my family. It'll get there, I know, just have to be patient, but in the meantime as more great little gadgets such as these are made available, the situation will certainly keep getting brighter.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
A great Alex smart plug,5.0 ,"Really great companion wifi item in our smart home. The only complaint we've had is the size that obstructs the outlets. All of this is clearly stated in the product descript. and seen in the pictures though.. so if you're able to save a few $$$ over other options - and don't mind that, it's a good purchase. They're great w/ Alexa pairing and always responsive. We since have bought two of the smaller ones and those work just as well, and have the added benefit of taking up less space. ~K","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
"Easy, powerful, smart, and plays well with others! I have had no issues with TP Link items and this was another great item!",4.0 ,"Pros: Was setup and running within 5 minutes of getting it out of the box! Easy setup via wifi It is auto-discovered on the KASA app, shows signal strength, client lists, signal strength for clients, etc Easy to schedule Plug / Outlet operation Can easily be moved to wherever you need it Stronger than I expected. Nice Cons: Kind of takes up both outlets due to size. My solution is to put in a power strip. It takes a few seconds to reboot, and during the reboot time it looks very dead.","TP-Link Smart Plug Mini (2-Pack), No Hub Required, Wi-Fi, Works with Alexa and Google Assistant, Control your Devices from Anywhere, Occupies Only One Socket (HS105 KIT)",B06WD6Q8K9
